flow_id,time_offset,src_port,dst_port,protocol,packet_size,packet_rate,byte_rate,flow_duration,total_packets,total_bytes,tcp_flags_syn,tcp_flags_ack,tcp_flags_fin,tcp_flags_rst,tcp_flags_psh,icmp_type,connection_state,service,entropy,label,attack_type
flow_000000,0.0,26407,21,6,522.7081612701393,11.341743051009804,4878.947780195925,25.87099216724307,120.08154427777552,54273.58347366289,1,1,0,0,0,0.0,3,1,6.897519089293563,0,Normal
flow_000001,1.0,52320,21,17,806.750136662213,8.467339163976982,3047.984018207741,45.24917838642037,140.13699024715112,5000.0,0,1,0,0,0,0.0,2,3,7.2733765391201155,0,Normal
flow_000002,2.0,50384,3306,6,405.95928236830804,10.559473636881162,6658.956879570631,32.987853116391285,89.47614525946997,23399.929093948136,0,1,1,0,0,0.0,1,3,7.6074014719530405,0,Normal
flow_000003,3.0,54135,443,17,474.30402870902657,7.5085128074826315,4499.379526417547,15.829391959216805,141.84757406113073,39809.44635611976,0,0,0,0,1,0.0,3,3,7.281095881299253,0,Normal
flow_000004,4.0,16360,3306,17,597.4786061170443,8.729236365937801,5387.173796503278,40.92236683879941,78.22278918972981,36314.10930090546,1,0,0,0,1,0.0,1,4,6.694433970925801,0,Normal
flow_000005,5.0,17289,21,17,447.4695362138189,11.071295812221416,4102.435648910467,31.09592658815508,102.09126226313569,61376.36383219335,0,1,0,0,0,0.0,3,2,6.824504210865701,0,Normal
flow_000006,6.0,55720,443,17,424.25358042682035,4.550010003247135,7587.744983379502,38.90320161649477,48.189013375415975,54548.02107444588,0,1,0,0,0,0.0,2,1,7.611642263390556,0,Normal
flow_000007,7.0,50219,22,17,411.94101353102303,15.188619323044438,6848.983975925137,45.8355102363803,43.98221062513129,79010.95160640194,1,0,0,0,0,0.0,2,2,7.0776060406845325,0,Normal
flow_000008,8.0,49623,443,6,534.9470382433863,5.99748912793768,5087.526440677093,20.22400939193487,53.3987514950574,57699.962770024096,1,1,0,1,1,0.0,2,3,6.898137812870004,0,Normal
flow_000009,9.0,55017,21,17,473.6464335666485,15.666145925865594,3163.7088249838835,45.83233396040166,142.56200738703225,40248.78105072871,0,1,0,0,0,0.0,2,4,7.1918049894509375,0,Normal
flow_000010,10.0,14940,25,17,602.3719956122846,7.483291801482037,6115.927869585137,29.257990288900217,76.73232965688938,68350.19822705122,0,1,0,0,0,0.0,1,3,6.357885962350023,0,Normal
flow_000011,11.0,11399,443,17,553.6187210408452,7.453655993875961,6624.463543796159,25.86080116632059,76.80847148074125,43054.04797814698,1,1,0,0,0,0.0,3,2,6.881623579244773,0,Normal
flow_000012,12.0,61091,21,6,64.0,8.807199693189494,3609.0290508285243,31.54663275178364,112.2474863424311,42192.67701606316,0,1,0,0,1,0.0,2,3,6.960732151508058,0,Normal
flow_000013,13.0,60343,21,17,237.2710138458097,8.681730590152599,4784.908971771743,18.074993204136618,77.6933757503692,50031.84421187654,0,0,0,0,1,0.0,2,0,6.952558509992389,0,Normal
flow_000014,14.0,13197,25,17,424.88559274458646,8.184966040736972,5115.2711991825645,29.80071663938436,136.14970774642907,74287.88246832052,0,1,0,0,0,0.0,1,1,6.802866240269985,0,Normal
flow_000015,15.0,6684,80,6,647.0003883959268,8.88829111423736,6630.466236889281,27.57308095461286,155.9093454912097,65765.76019924298,0,1,0,0,1,0.0,1,2,6.8455998409232945,0,Normal
flow_000016,16.0,45958,21,6,402.2482339829777,10.275145424668576,4772.982774876012,20.618487717227563,33.35011286042517,65298.197584444635,0,1,0,0,1,0.0,2,0,6.943016043882885,0,Normal
flow_000017,17.0,8920,22,6,556.1886727335828,7.307739267327501,6443.064683229537,23.53608396821872,115.60784955713864,79407.68953537874,0,1,1,0,0,0.0,1,3,7.730138876157395,0,Normal
flow_000018,18.0,59305,3306,6,589.7743603592921,12.522141696177409,3840.655549975995,41.38120300585986,38.18553390238342,64942.67999796659,0,1,1,0,1,0.0,1,1,5.898452266713108,0,Normal
flow_000019,19.0,36381,25,6,581.0399387417679,14.236655304438614,3416.858322833852,28.22322185518861,59.19613522132068,31573.192821495068,0,1,0,0,1,0.0,2,1,7.3494864287308905,0,Normal
